Year,Sex,Age Group,Race or Ethnicity,Selected Cause of Death,Deaths
2012,F,55-64,Black Non Hispanic,Diabetes Mellitus,11
2012,F,55-64,Black Non Hispanic,Accidents,28
2012,F,55-64,Black Non Hispanic,Pneumonia,36
2012,F,55-64,Black Non Hispanic,AIDS,41
2012,F,55-64,Black Non Hispanic,CLRD,44
2012,F,55-64,Black Non Hispanic,Cerebrovascular Disease,58
2012,F,55-64,Black Non Hispanic,Diseases of the Heart,343
2012,F,55-64,Black Non Hispanic,All Other Causes,383
2012,F,55-64,Black Non Hispanic,Malignant Neoplasms,588
2012,F,55-64,Black Non Hispanic,Total,1532
2012,F,55-64,Hispanic,Diabetes Mellitus,7
2012,F,55-64,Hispanic,AIDS,9
2012,F,55-64,Hispanic,Cerebrovascular Disease,20
2012,F,55-64,Hispanic,Pneumonia,20
2012,F,55-64,Hispanic,CLRD,21
2012,F,55-64,Hispanic,Accidents,25
2012,F,55-64,Hispanic,Diseases of the Heart,127
2012,F,55-64,Hispanic,All Other Causes,202
2012,F,55-64,Hispanic,Malignant Neoplasms,261
2012,F,55-64,Hispanic,Total,692
2012,F,55-64,Not Stated,AIDS,1
2012,F,55-64,Not Stated,Accidents,1
2012,F,55-64,Not Stated,Cerebrovascular Disease,2
2012,F,55-64,Not Stated,Diseases of the Heart,10
2012,F,55-64,Not Stated,All Other Causes,13
2012,F,55-64,Not Stated,Malignant Neoplasms,16
2012,F,55-64,Not Stated,Total,43
2012,F,55-64,Other Non Hispanic,CLRD,4
2012,F,55-64,Other Non Hispanic,Pneumonia,6
2012,F,55-64,Other Non Hispanic,Cerebrovascular Disease,8
2012,F,55-64,Other Non Hispanic,Accidents,9
2012,F,55-64,Other Non Hispanic,Diseases of the Heart,39
2012,F,55-64,Other Non Hispanic,All Other Causes,46
2012,F,55-64,Other Non Hispanic,Malignant Neoplasms,116
2012,F,55-64,Other Non Hispanic,Total,228
2012,F,55-64,White Non Hispanic,AIDS,8
2012,F,55-64,White Non Hispanic,Diabetes Mellitus,23
2012,F,55-64,White Non Hispanic,Pneumonia,62
2012,F,55-64,White Non Hispanic,Cerebrovascular Disease,104
2012,F,55-64,White Non Hispanic,Accidents,141
2012,F,55-64,White Non Hispanic,CLRD,237
2012,F,55-64,White Non Hispanic,Diseases of the Heart,716
2012,F,55-64,White Non Hispanic,All Other Causes,1160
2012,F,55-64,White Non Hispanic,Malignant Neoplasms,2078
2012,F,55-64,White Non Hispanic,Total,4529
2012,F,65-74,Black Non Hispanic,AIDS,12
2012,F,65-74,Black Non Hispanic,Diabetes Mellitus,16
2012,F,65-74,Black Non Hispanic,Accidents,21
2012,F,65-74,Black Non Hispanic,Pneumonia,55
2012,F,65-74,Black Non Hispanic,CLRD,71
2012,F,65-74,Black Non Hispanic,Cerebrovascular Disease,86
2012,F,65-74,Black Non Hispanic,All Other Causes,462
2012,F,65-74,Black Non Hispanic,Diseases of the Heart,515
2012,F,65-74,Black Non Hispanic,Malignant Neoplasms,677
2012,F,65-74,Black Non Hispanic,Total,1915
2012,F,65-74,Hispanic,AIDS,2
2012,F,65-74,Hispanic,Diabetes Mellitus,11
2012,F,65-74,Hispanic,Accidents,14
2012,F,65-74,Hispanic,CLRD,31
2012,F,65-74,Hispanic,Pneumonia,35
2012,F,65-74,Hispanic,Cerebrovascular Disease,39
2012,F,65-74,Hispanic,Diseases of the Heart,228
2012,F,65-74,Hispanic,All Other Causes,277
2012,F,65-74,Hispanic,Malignant Neoplasms,349
2012,F,65-74,Hispanic,Total,986
2012,F,65-74,Not Stated,Accidents,1
2012,F,65-74,Not Stated,CLRD,1
2012,F,65-74,Not Stated,Pneumonia,1
2012,F,65-74,Not Stated,Cerebrovascular Disease,4
2012,F,65-74,Not Stated,Malignant Neoplasms,17
2012,F,65-74,Not Stated,Diseases of the Heart,21
2012,F,65-74,Not Stated,All Other Causes,22
2012,F,65-74,Not Stated,Total,67
2012,F,65-74,Other Non Hispanic,Diabetes Mellitus,5
2012,F,65-74,Other Non Hispanic,Accidents,6
2012,F,65-74,Other Non Hispanic,CLRD,6
2012,F,65-74,Other Non Hispanic,Pneumonia,10
2012,F,65-74,Other Non Hispanic,Cerebrovascular Disease,19
2012,F,65-74,Other Non Hispanic,Diseases of the Heart,58
2012,F,65-74,Other Non Hispanic,All Other Causes,98
2012,F,65-74,Other Non Hispanic,Malignant Neoplasms,121
2012,F,65-74,Other Non Hispanic,Total,323
2012,F,65-74,White Non Hispanic,AIDS,3
2012,F,65-74,White Non Hispanic,Diabetes Mellitus,37
2012,F,65-74,White Non Hispanic,Pneumonia,101
2012,F,65-74,White Non Hispanic,Accidents,130
2012,F,65-74,White Non Hispanic,Cerebrovascular Disease,234
2012,F,65-74,White Non Hispanic,CLRD,682
2012,F,65-74,White Non Hispanic,Diseases of the Heart,1375
2012,F,65-74,White Non Hispanic,All Other Causes,1683
2012,F,65-74,White Non Hispanic,Malignant Neoplasms,3042
2012,F,65-74,White Non Hispanic,Total,7287
2012,F,75-84,Black Non Hispanic,AIDS,4
2012,F,75-84,Black Non Hispanic,Accidents,14
2012,F,75-84,Black Non Hispanic,Diabetes Mellitus,24
2012,F,75-84,Black Non Hispanic,CLRD,67
2012,F,75-84,Black Non Hispanic,Pneumonia,85
2012,F,75-84,Black Non Hispanic,Cerebrovascular Disease,113
2012,F,75-84,Black Non Hispanic,Malignant Neoplasms,564
2012,F,75-84,Black Non Hispanic,All Other Causes,653
2012,F,75-84,Black Non Hispanic,Diseases of the Heart,764
2012,F,75-84,Black Non Hispanic,Total,2288
2012,F,75-84,Hispanic,AIDS,2
2012,F,75-84,Hispanic,Diabetes Mellitus,12
2012,F,75-84,Hispanic,Accidents,13
2012,F,75-84,Hispanic,CLRD,58
2012,F,75-84,Hispanic,Pneumonia,64
2012,F,75-84,Hispanic,Cerebrovascular Disease,70
2012,F,75-84,Hispanic,Malignant Neoplasms,343
2012,F,75-84,Hispanic,Diseases of the Heart,414
2012,F,75-84,Hispanic,All Other Causes,435
2012,F,75-84,Hispanic,Total,1411
2012,F,75-84,Not Stated,CLRD,2
2012,F,75-84,Not Stated,Diabetes Mellitus,2
2012,F,75-84,Not Stated,Pneumonia,2
2012,F,75-84,Not Stated,Accidents,5
2012,F,75-84,Not Stated,Cerebrovascular Disease,5
2012,F,75-84,Not Stated,Malignant Neoplasms,15
2012,F,75-84,Not Stated,All Other Causes,32
2012,F,75-84,Not Stated,Diseases of the Heart,35
2012,F,75-84,Not Stated,Total,98
2012,F,75-84,Other Non Hispanic,Diabetes Mellitus,2
2012,F,75-84,Other Non Hispanic,Accidents,10
2012,F,75-84,Other Non Hispanic,Pneumonia,17
2012,F,75-84,Other Non Hispanic,CLRD,18
2012,F,75-84,Other Non Hispanic,Cerebrovascular Disease,33
2012,F,75-84,Other Non Hispanic,Diseases of the Heart,124
2012,F,75-84,Other Non Hispanic,Malignant Neoplasms,153
2012,F,75-84,Other Non Hispanic,All Other Causes,163
2012,F,75-84,Other Non Hispanic,Total,520
2012,F,75-84,White Non Hispanic,AIDS,3
2012,F,75-84,White Non Hispanic,Diabetes Mellitus,69
2012,F,75-84,White Non Hispanic,Accidents,254
2012,F,75-84,White Non Hispanic,Pneumonia,364
2012,F,75-84,White Non Hispanic,Cerebrovascular Disease,739
2012,F,75-84,White Non Hispanic,CLRD,1125
2012,F,75-84,White Non Hispanic,Malignant Neoplasms,3751
2012,F,75-84,White Non Hispanic,Diseases of the Heart,3768
2012,F,75-84,White Non Hispanic,All Other Causes,3967
2012,F,75-84,White Non Hispanic,Total,14040
2012,F,85+,Black Non Hispanic,AIDS,1
2012,F,85+,Black Non Hispanic,Accidents,15
2012,F,85+,Black Non Hispanic,Diabetes Mellitus,15
2012,F,85+,Black Non Hispanic,CLRD,90
2012,F,85+,Black Non Hispanic,Cerebrovascular Disease,138
2012,F,85+,Black Non Hispanic,Pneumonia,138
2012,F,85+,Black Non Hispanic,Malignant Neoplasms,341
2012,F,85+,Black Non Hispanic,All Other Causes,1021
2012,F,85+,Black Non Hispanic,Diseases of the Heart,1249
2012,F,85+,Black Non Hispanic,Total,3008
2012,F,85+,Hispanic,Diabetes Mellitus,9
2012,F,85+,Hispanic,Accidents,20
2012,F,85+,Hispanic,CLRD,71
2012,F,85+,Hispanic,Cerebrovascular Disease,82
2012,F,85+,Hispanic,Pneumonia,98
2012,F,85+,Hispanic,Malignant Neoplasms,208
2012,F,85+,Hispanic,All Other Causes,626
2012,F,85+,Hispanic,Diseases of the Heart,689
2012,F,85+,Hispanic,Total,1803
2012,F,85+,Not Stated,Diabetes Mellitus,2
2012,F,85+,Not Stated,CLRD,3
2012,F,85+,Not Stated,Cerebrovascular Disease,3
2012,F,85+,Not Stated,Pneumonia,3
2012,F,85+,Not Stated,Malignant Neoplasms,14
2012,F,85+,Not Stated,All Other Causes,46
2012,F,85+,Not Stated,Diseases of the Heart,56
2012,F,85+,Not Stated,Total,127
2012,F,85+,Other Non Hispanic,Diabetes Mellitus,1
2012,F,85+,Other Non Hispanic,Accidents,9
2012,F,85+,Other Non Hispanic,CLRD,31
2012,F,85+,Other Non Hispanic,Pneumonia,46
2012,F,85+,Other Non Hispanic,Cerebrovascular Disease,68
2012,F,85+,Other Non Hispanic,Malignant Neoplasms,93
2012,F,85+,Other Non Hispanic,All Other Causes,208
2012,F,85+,Other Non Hispanic,Diseases of the Heart,284
2012,F,85+,Other Non Hispanic,Total,740
2012,F,85+,White Non Hispanic,Diabetes Mellitus,101
2012,F,85+,White Non Hispanic,Accidents,499
2012,F,85+,White Non Hispanic,Pneumonia,1015
2012,F,85+,White Non Hispanic,CLRD,1241
2012,F,85+,White Non Hispanic,Cerebrovascular Disease,1627
2012,F,85+,White Non Hispanic,Malignant Neoplasms,3027
2012,F,85+,White Non Hispanic,All Other Causes,9527
2012,F,85+,White Non Hispanic,Diseases of the Heart,10934
2012,F,85+,White Non Hispanic,Total,27971
2012,F,<1,Black Non Hispanic,AIDS,1
2012,F,<1,Black Non Hispanic,Diseases of the Heart,1
2012,F,<1,Black Non Hispanic,Pneumonia,1
2012,F,<1,Black Non Hispanic,Accidents,4
2012,F,<1,Black Non Hispanic,All Other Causes,167
2012,F,<1,Black Non Hispanic,Total,174
2012,F,<1,Hispanic,Cerebrovascular Disease,1
2012,F,<1,Hispanic,Accidents,2
2012,F,<1,Hispanic,Diseases of the Heart,3
2012,F,<1,Hispanic,All Other Causes,107
2012,F,<1,Hispanic,Total,113
2012,F,<1,Not Stated,Diseases of the Heart,1
2012,F,<1,Not Stated,All Other Causes,21
2012,F,<1,Not Stated,Total,22
2012,F,<1,Other Non Hispanic,Accidents,1
2012,F,<1,Other Non Hispanic,Diseases of the Heart,1
2012,F,<1,Other Non Hispanic,All Other Causes,23
2012,F,<1,Other Non Hispanic,Total,25
2012,F,<1,White Non Hispanic,Diseases of the Heart,4
2012,F,<1,White Non Hispanic,Accidents,5
2012,F,<1,White Non Hispanic,All Other Causes,195
2012,F,<1,White Non Hispanic,Total,204
2012,M,1-9,Black Non Hispanic,AIDS,1
2012,M,1-9,Black Non Hispanic,Diseases of the Heart,1
2012,M,1-9,Black Non Hispanic,CLRD,3
2012,M,1-9,Black Non Hispanic,Malignant Neoplasms,5
2012,M,1-9,Black Non Hispanic,Accidents,6
2012,M,1-9,Black Non Hispanic,All Other Causes,25
2012,M,1-9,Black Non Hispanic,Total,41
2012,M,1-9,Hispanic,Cerebrovascular Disease,1
2012,M,1-9,Hispanic,Diseases of the Heart,2
2012,M,1-9,Hispanic,Malignant Neoplasms,3
2012,M,1-9,Hispanic,Accidents,11
2012,M,1-9,Hispanic,All Other Causes,21
2012,M,1-9,Hispanic,Total,38
2012,M,1-9,Not Stated,All Other Causes,2
2012,M,1-9,Not Stated,Total,2
2012,M,1-9,Other Non Hispanic,Malignant Neoplasms,1
2012,M,1-9,Other Non Hispanic,Pneumonia,1
2012,M,1-9,Other Non Hispanic,All Other Causes,4
2012,M,1-9,Other Non Hispanic,Diseases of the Heart,4
2012,M,1-9,Other Non Hispanic,Total,10
2012,M,1-9,White Non Hispanic,CLRD,1
2012,M,1-9,White Non Hispanic,Cerebrovascular Disease,1
2012,M,1-9,White Non Hispanic,Diseases of the Heart,3
2012,M,1-9,White Non Hispanic,Pneumonia,3
2012,M,1-9,White Non Hispanic,Malignant Neoplasms,18
2012,M,1-9,White Non Hispanic,Accidents,20
2012,M,1-9,White Non Hispanic,All Other Causes,34
2012,M,1-9,White Non Hispanic,Total,80
2012,M,10-19,Black Non Hispanic,Malignant Neoplasms,2
2012,M,10-19,Black Non Hispanic,Pneumonia,2
2012,M,10-19,Black Non Hispanic,Diseases of the Heart,3
2012,M,10-19,Black Non Hispanic,CLRD,5
2012,M,10-19,Black Non Hispanic,Accidents,21
2012,M,10-19,Black Non Hispanic,All Other Causes,85
2012,M,10-19,Black Non Hispanic,Total,118
2012,M,10-19,Hispanic,CLRD,1
2012,M,10-19,Hispanic,Malignant Neoplasms,7
2012,M,10-19,Hispanic,Accidents,24
2012,M,10-19,Hispanic,All Other Causes,38
2012,M,10-19,Hispanic,Total,70
2012,M,10-19,Not Stated,Accidents,1
2012,M,10-19,Not Stated,All Other Causes,4
2012,M,10-19,Not Stated,Total,5
2012,M,10-19,Other Non Hispanic,CLRD,1
2012,M,10-19,Other Non Hispanic,Pneumonia,1
2012,M,10-19,Other Non Hispanic,Malignant Neoplasms,2
2012,M,10-19,Other Non Hispanic,Accidents,5
2012,M,10-19,Other Non Hispanic,All Other Causes,7
2012,M,10-19,Other Non Hispanic,Total,16
2012,M,10-19,White Non Hispanic,Cerebrovascular Disease,1
2012,M,10-19,White Non Hispanic,Diabetes Mellitus,1
2012,M,10-19,White Non Hispanic,Pneumonia,1
2012,M,10-19,White Non Hispanic,CLRD,2
2012,M,10-19,White Non Hispanic,Diseases of the Heart,6
2012,M,10-19,White Non Hispanic,Malignant Neoplasms,19
2012,M,10-19,White Non Hispanic,Accidents,68
2012,M,10-19,White Non Hispanic,All Other Causes,74
2012,M,10-19,White Non Hispanic,Total,172
2012,M,20-24,Black Non Hispanic,Cerebrovascular Disease,2
2012,M,20-24,Black Non Hispanic,Pneumonia,2
2012,M,20-24,Black Non Hispanic,Diseases of the Heart,3
2012,M,20-24,Black Non Hispanic,AIDS,5
2012,M,20-24,Black Non Hispanic,CLRD,5
2012,M,20-24,Black Non Hispanic,Malignant Neoplasms,11
2012,M,20-24,Black Non Hispanic,Accidents,21
2012,M,20-24,Black Non Hispanic,All Other Causes,136
2012,M,20-24,Black Non Hispanic,Total,185
2012,M,20-24,Hispanic,AIDS,1
2012,M,20-24,Hispanic,CLRD,1
2012,M,20-24,Hispanic,Pneumonia,1
2012,M,20-24,Hispanic,Diseases of the Heart,2
2012,M,20-24,Hispanic,Cerebrovascular Disease,3
2012,M,20-24,Hispanic,Malignant Neoplasms,8
2012,M,20-24,Hispanic,Accidents,48
2012,M,20-24,Hispanic,All Other Causes,72
2012,M,20-24,Hispanic,Total,136
2012,M,20-24,Not Stated,Diseases of the Heart,1
2012,M,20-24,Not Stated,All Other Causes,4
2012,M,20-24,Not Stated,Total,5
2012,M,20-24,Other Non Hispanic,Diseases of the Heart,1
2012,M,20-24,Other Non Hispanic,Malignant Neoplasms,2
2012,M,20-24,Other Non Hispanic,All Other Causes,5
2012,M,20-24,Other Non Hispanic,Accidents,8
2012,M,20-24,Other Non Hispanic,Total,16
2012,M,20-24,White Non Hispanic,CLRD,1
2012,M,20-24,White Non Hispanic,Diabetes Mellitus,1
2012,M,20-24,White Non Hispanic,Malignant Neoplasms,11
2012,M,20-24,White Non Hispanic,Diseases of the Heart,12
2012,M,20-24,White Non Hispanic,All Other Causes,133
2012,M,20-24,White Non Hispanic,Accidents,195
2012,M,20-24,White Non Hispanic,Total,353
2012,M,25-34,Black Non Hispanic,Pneumonia,2
2012,M,25-34,Black Non Hispanic,CLRD,3
2012,M,25-34,Black Non Hispanic,Cerebrovascular Disease,3
2012,M,25-34,Black Non Hispanic,Diabetes Mellitus,3
2012,M,25-34,Black Non Hispanic,AIDS,18
2012,M,25-34,Black Non Hispanic,Malignant Neoplasms,20
2012,M,25-34,Black Non Hispanic,Diseases of the Heart,30
2012,M,25-34,Black Non Hispanic,Accidents,60
2012,M,25-34,Black Non Hispanic,All Other Causes,189
2012,M,25-34,Black Non Hispanic,Total,328
2012,M,25-34,Hispanic,CLRD,2
2012,M,25-34,Hispanic,Cerebrovascular Disease,2
2012,M,25-34,Hispanic,Pneumonia,6
2012,M,25-34,Hispanic,AIDS,12
2012,M,25-34,Hispanic,Diseases of the Heart,17
2012,M,25-34,Hispanic,Malignant Neoplasms,30
2012,M,25-34,Hispanic,Accidents,113
2012,M,25-34,Hispanic,All Other Causes,128
2012,M,25-34,Hispanic,Total,310
2012,M,25-34,Not Stated,Cerebrovascular Disease,1
2012,M,25-34,Not Stated,Diseases of the Heart,1
2012,M,25-34,Not Stated,Malignant Neoplasms,1
2012,M,25-34,Not Stated,Accidents,2
2012,M,25-34,Not Stated,All Other Causes,6
2012,M,25-34,Not Stated,Total,11
2012,M,25-34,Other Non Hispanic,AIDS,1
2012,M,25-34,Other Non Hispanic,Diseases of the Heart,4
2012,M,25-34,Other Non Hispanic,Malignant Neoplasms,12
2012,M,25-34,Other Non Hispanic,Accidents,14
2012,M,25-34,Other Non Hispanic,All Other Causes,22
2012,M,25-34,Other Non Hispanic,Total,53
2012,M,25-34,White Non Hispanic,AIDS,3
2012,M,25-34,White Non Hispanic,CLRD,4
2012,M,25-34,White Non Hispanic,Pneumonia,5
2012,M,25-34,White Non Hispanic,Cerebrovascular Disease,8
2012,M,25-34,White Non Hispanic,Diseases of the Heart,50
2012,M,25-34,White Non Hispanic,Malignant Neoplasms,55
2012,M,25-34,White Non Hispanic,All Other Causes,307
2012,M,25-34,White Non Hispanic,Accidents,341
2012,M,25-34,White Non Hispanic,Total,773
2012,M,35-44,Black Non Hispanic,Diabetes Mellitus,4
2012,M,35-44,Black Non Hispanic,Pneumonia,5
2012,M,35-44,Black Non Hispanic,CLRD,12
2012,M,35-44,Black Non Hispanic,Cerebrovascular Disease,12
2012,M,35-44,Black Non Hispanic,AIDS,34
2012,M,35-44,Black Non Hispanic,Accidents,49
2012,M,35-44,Black Non Hispanic,Malignant Neoplasms,59
2012,M,35-44,Black Non Hispanic,Diseases of the Heart,88
2012,M,35-44,Black Non Hispanic,All Other Causes,193
2012,M,35-44,Black Non Hispanic,Total,456
2012,M,35-44,Hispanic,Diabetes Mellitus,3
2012,M,35-44,Hispanic,Pneumonia,5
2012,M,35-44,Hispanic,CLRD,8
2012,M,35-44,Hispanic,Cerebrovascular Disease,9
2012,M,35-44,Hispanic,AIDS,14
2012,M,35-44,Hispanic,Malignant Neoplasms,46
2012,M,35-44,Hispanic,Diseases of the Heart,58
2012,M,35-44,Hispanic,Accidents,82
2012,M,35-44,Hispanic,All Other Causes,142
2012,M,35-44,Hispanic,Total,367
2012,M,35-44,Not Stated,Accidents,1
2012,M,35-44,Not Stated,Cerebrovascular Disease,1
2012,M,35-44,Not Stated,AIDS,2
2012,M,35-44,Not Stated,Diseases of the Heart,4
2012,M,35-44,Not Stated,Malignant Neoplasms,7
2012,M,35-44,Not Stated,All Other Causes,13
2012,M,35-44,Not Stated,Total,28
2012,M,35-44,Other Non Hispanic,AIDS,1
2012,M,35-44,Other Non Hispanic,CLRD,1
2012,M,35-44,Other Non Hispanic,Cerebrovascular Disease,2
2012,M,35-44,Other Non Hispanic,Accidents,15
2012,M,35-44,Other Non Hispanic,Diseases of the Heart,17
2012,M,35-44,Other Non Hispanic,Malignant Neoplasms,23
2012,M,35-44,Other Non Hispanic,All Other Causes,31
2012,M,35-44,Other Non Hispanic,Total,90
2012,M,35-44,White Non Hispanic,Diabetes Mellitus,5
2012,M,35-44,White Non Hispanic,CLRD,7
2012,M,35-44,White Non Hispanic,Pneumonia,7
2012,M,35-44,White Non Hispanic,AIDS,15
2012,M,35-44,White Non Hispanic,Cerebrovascular Disease,20
2012,M,35-44,White Non Hispanic,Malignant Neoplasms,172
2012,M,35-44,White Non Hispanic,Diseases of the Heart,175
2012,M,35-44,White Non Hispanic,Accidents,291
2012,M,35-44,White Non Hispanic,All Other Causes,453
2012,M,35-44,White Non Hispanic,Total,1145
2012,M,45-54,Black Non Hispanic,Diabetes Mellitus,13
2012,M,45-54,Black Non Hispanic,CLRD,15
2012,M,45-54,Black Non Hispanic,Pneumonia,23
2012,M,45-54,Black Non Hispanic,Cerebrovascular Disease,37
2012,M,45-54,Black Non Hispanic,AIDS,81
2012,M,45-54,Black Non Hispanic,Accidents,87
2012,M,45-54,Black Non Hispanic,Malignant Neoplasms,239
2012,M,45-54,Black Non Hispanic,Diseases of the Heart,312
2012,M,45-54,Black Non Hispanic,All Other Causes,349
2012,M,45-54,Black Non Hispanic,Total,1156
2012,M,45-54,Hispanic,Diabetes Mellitus,3
2012,M,45-54,Hispanic,Pneumonia,12
2012,M,45-54,Hispanic,CLRD,16
2012,M,45-54,Hispanic,Cerebrovascular Disease,28
2012,M,45-54,Hispanic,AIDS,43
2012,M,45-54,Hispanic,Accidents,97
2012,M,45-54,Hispanic,Diseases of the Heart,150
2012,M,45-54,Hispanic,Malignant Neoplasms,151
2012,M,45-54,Hispanic,All Other Causes,272
2012,M,45-54,Hispanic,Total,772
2012,M,45-54,Not Stated,CLRD,1
2012,M,45-54,Not Stated,Cerebrovascular Disease,2
2012,M,45-54,Not Stated,Pneumonia,2
2012,M,45-54,Not Stated,Accidents,4
2012,M,45-54,Not Stated,AIDS,5
2012,M,45-54,Not Stated,Diseases of the Heart,14
2012,M,45-54,Not Stated,Malignant Neoplasms,16
2012,M,45-54,Not Stated,All Other Causes,25
2012,M,45-54,Not Stated,Total,69
2012,M,45-54,Other Non Hispanic,CLRD,1
2012,M,45-54,Other Non Hispanic,Pneumonia,3
2012,M,45-54,Other Non Hispanic,Cerebrovascular Disease,14
2012,M,45-54,Other Non Hispanic,Accidents,16
2012,M,45-54,Other Non Hispanic,Diseases of the Heart,43
2012,M,45-54,Other Non Hispanic,All Other Causes,67
2012,M,45-54,Other Non Hispanic,Malignant Neoplasms,82
2012,M,45-54,Other Non Hispanic,Total,226
2012,M,45-54,White Non Hispanic,Diabetes Mellitus,19
2012,M,45-54,White Non Hispanic,Pneumonia,39
2012,M,45-54,White Non Hispanic,AIDS,43
2012,M,45-54,White Non Hispanic,CLRD,58
2012,M,45-54,White Non Hispanic,Cerebrovascular Disease,70
2012,M,45-54,White Non Hispanic,Accidents,425
2012,M,45-54,White Non Hispanic,Diseases of the Heart,789
2012,M,45-54,White Non Hispanic,Malignant Neoplasms,834
2012,M,45-54,White Non Hispanic,All Other Causes,1131
2012,M,45-54,White Non Hispanic,Total,3408
2012,M,55-64,Black Non Hispanic,Diabetes Mellitus,13
2012,M,55-64,Black Non Hispanic,CLRD,41
2012,M,55-64,Black Non Hispanic,Pneumonia,46
2012,M,55-64,Black Non Hispanic,Cerebrovascular Disease,60
2012,M,55-64,Black Non Hispanic,Accidents,73
2012,M,55-64,Black Non Hispanic,AIDS,85
2012,M,55-64,Black Non Hispanic,All Other Causes,517
2012,M,55-64,Black Non Hispanic,Diseases of the Heart,536
2012,M,55-64,Black Non Hispanic,Malignant Neoplasms,593
2012,M,55-64,Black Non Hispanic,Total,1964
2012,M,55-64,Hispanic,Diabetes Mellitus,7
2012,M,55-64,Hispanic,CLRD,26
2012,M,55-64,Hispanic,AIDS,30
2012,M,55-64,Hispanic,Pneumonia,33
2012,M,55-64,Hispanic,Cerebrovascular Disease,37
2012,M,55-64,Hispanic,Accidents,57
2012,M,55-64,Hispanic,Diseases of the Heart,277
2012,M,55-64,Hispanic,Malignant Neoplasms,330
2012,M,55-64,Hispanic,All Other Causes,359
2012,M,55-64,Hispanic,Total,1156
2012,M,55-64,Not Stated,CLRD,2
2012,M,55-64,Not Stated,Pneumonia,2
2012,M,55-64,Not Stated,AIDS,3
2012,M,55-64,Not Stated,Accidents,3
2012,M,55-64,Not Stated,Cerebrovascular Disease,3
2012,M,55-64,Not Stated,Malignant Neoplasms,19
2012,M,55-64,Not Stated,Diseases of the Heart,23
2012,M,55-64,Not Stated,All Other Causes,26
2012,M,55-64,Not Stated,Total,81
2012,M,55-64,Other Non Hispanic,AIDS,2
2012,M,55-64,Other Non Hispanic,Diabetes Mellitus,3
2012,M,55-64,Other Non Hispanic,CLRD,5
2012,M,55-64,Other Non Hispanic,Pneumonia,7
2012,M,55-64,Other Non Hispanic,Accidents,15
2012,M,55-64,Other Non Hispanic,Cerebrovascular Disease,18
2012,M,55-64,Other Non Hispanic,All Other Causes,92
2012,M,55-64,Other Non Hispanic,Diseases of the Heart,101
2012,M,55-64,Other Non Hispanic,Malignant Neoplasms,156
2012,M,55-64,Other Non Hispanic,Total,399
2012,M,55-64,White Non Hispanic,AIDS,34
2012,M,55-64,White Non Hispanic,Diabetes Mellitus,47
2012,M,55-64,White Non Hispanic,Pneumonia,89
2012,M,55-64,White Non Hispanic,Cerebrovascular Disease,148
2012,M,55-64,White Non Hispanic,CLRD,268
2012,M,55-64,White Non Hispanic,Accidents,310
2012,M,55-64,White Non Hispanic,Diseases of the Heart,1874
2012,M,55-64,White Non Hispanic,All Other Causes,1893
2012,M,55-64,White Non Hispanic,Malignant Neoplasms,2294
2012,M,55-64,White Non Hispanic,Total,6957
2012,M,65-74,Black Non Hispanic,Diabetes Mellitus,17
2012,M,65-74,Black Non Hispanic,AIDS,39
2012,M,65-74,Black Non Hispanic,Accidents,40
2012,M,65-74,Black Non Hispanic,Cerebrovascular Disease,65
2012,M,65-74,Black Non Hispanic,Pneumonia,65
2012,M,65-74,Black Non Hispanic,CLRD,74
2012,M,65-74,Black Non Hispanic,All Other Causes,447
2012,M,65-74,Black Non Hispanic,Diseases of the Heart,621
2012,M,65-74,Black Non Hispanic,Malignant Neoplasms,642
2012,M,65-74,Black Non Hispanic,Total,2010
2012,M,65-74,Hispanic,Diabetes Mellitus,6
2012,M,65-74,Hispanic,AIDS,11
2012,M,65-74,Hispanic,Accidents,25
2012,M,65-74,Hispanic,CLRD,35
2012,M,65-74,Hispanic,Cerebrovascular Disease,35
2012,M,65-74,Hispanic,Pneumonia,51
2012,M,65-74,Hispanic,All Other Causes,295
2012,M,65-74,Hispanic,Diseases of the Heart,358
2012,M,65-74,Hispanic,Malignant Neoplasms,408
2012,M,65-74,Hispanic,Total,1224
2012,M,65-74,Not Stated,AIDS,1
2012,M,65-74,Not Stated,CLRD,1
2012,M,65-74,Not Stated,Accidents,2
2012,M,65-74,Not Stated,Diabetes Mellitus,2
2012,M,65-74,Not Stated,Pneumonia,3
2012,M,65-74,Not Stated,Cerebrovascular Disease,6
2012,M,65-74,Not Stated,Malignant Neoplasms,22
2012,M,65-74,Not Stated,All Other Causes,24
2012,M,65-74,Not Stated,Diseases of the Heart,45
2012,M,65-74,Not Stated,Total,106
2012,M,65-74,Other Non Hispanic,Diabetes Mellitus,1
2012,M,65-74,Other Non Hispanic,CLRD,10
2012,M,65-74,Other Non Hispanic,Accidents,12
2012,M,65-74,Other Non Hispanic,Cerebrovascular Disease,19
2012,M,65-74,Other Non Hispanic,Pneumonia,19
2012,M,65-74,Other Non Hispanic,All Other Causes,101
2012,M,65-74,Other Non Hispanic,Diseases of the Heart,111
2012,M,65-74,Other Non Hispanic,Malignant Neoplasms,168
2012,M,65-74,Other Non Hispanic,Total,441
2012,M,65-74,White Non Hispanic,AIDS,11
2012,M,65-74,White Non Hispanic,Diabetes Mellitus,52
2012,M,65-74,White Non Hispanic,Pneumonia,164
2012,M,65-74,White Non Hispanic,Accidents,211
2012,M,65-74,White Non Hispanic,Cerebrovascular Disease,274
